MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.2519,36,5.82856,1.09918,1583,1.84498,32.75,-117.8,1.854
3.5196,34,4.70294,1.08462,805,3.83697,34.08,-118.19,1.566
5.0271,37,6.07811,1.07811,805,2.81363,34.09,-118.14,2.5
1.9088,23,2.64861,1.01894,1166,2.83414,36.66,-119.25,0.621
4.8333,16,5.48154,1.07831,1652,2.71131,33.84,-117.08,2.063
3.6353,30,4.78846,1.04922,782,2.64962,34.08,-118.49,2.829
5.9393,32,6.83821,1.01861,819,2.77894,34.11,-118.2,2.976
6.5854,52,6.90793,1.04902,1243,2.84618,33.89,-118.42,3.857
1.4842,46,4.82275,1.07719,1818,2.87931,37.95,-122.21,1.851
6.8983,28,6.82345,1.05839,1092,2.81922,34.1,-118.23,3.922
4.1776,35,5.96478,1.06478,732,2.09739,33.97,-118.45,2.739
2.7167,20,5.20332,1.17053,1722,2.97416,33.93,-117.98,0.913
6.7458,24,6.84974,1.06973,1655,2.92635,33.81,-118.43,3.621
4.038,27,6.03904,1.01087,896,2.83545,37.97,-120.54,1.843
4.8667,47,4.91478,1.03926,822,2.49474,34.02,-118.33,1.875
2.926,19,4.61136,1.07722,951,3.82454,37.78,-121.78,0.923
6.2904,22,6.83734,1.06933,933,2.83543,34.03,-118.44,5.00001
3.7111,32,5.68556,1.02741,1145,3.06767,32.74,-117.92,2.521
4.0769,33,5.95878,1.05819,1349,2.56419,34.04,-118.37,3.543
2.8333,25,4.91341,0.97733,1171,4.45194,34.2,-118.41,0.788
4.3125,16,6.74375,1.03448,1625,3.48167,37.85,-122.16,1.819
3.5151,44,4.96744,0.95843,2092,3.19091,33.88,-118.32,1.819
2.5049,38,4.95527,1.07898,1802,2.97934,34.07,-118.23,2.829
3.6368,29,4.98898,0.97747,1233,2.93632,35.3,-118.44,1.838
5.7223,12,6.05871,1.06094,1422,2.89813,37.96,-122.18,3.812
3.9231,52,5.72683,1.00485,909,2.93568,38.03,-122.27,1.846
5.2215,28,6.84592,0.97721,1578,2.84892,37.87,-121.32,2.625
2.5913,12,5.96667,1.03874,854,3.09831,38.13,-122.14,0.871
2.9647,52,3.45452,1.03842,673,3.61139,33.97,-117.93,1.738
6.1675,28,5.91932,0.95355,1083,2.93746,33.84,-118.36,2.822
3.0337,34,4.78333,1.06636,753,3.13882,37.68,-121.83,1.087
3.6194,32,6.12096,1.05813,1039,3.05944,38.21,-121.64,1.715
3.9708,35,4.94554,0.97615,846,2.52738,38.27,-121.27,0.854
3.5357,34,4.83834,1.00963,885,2.35429,33.96,-117.07,1.923
5.3582,43,5.81239,0.99063,1276,2.73846,33.93,-118.35,2.064
4.3125,15,6.49058,1.08633,2535,2.73815,37.35,-122.38,1.735
2.9882,36,3.92722,1.05819,2130,3.71634,33.9,-118.26,1.913
4.9167,42,5.20402,1.07967,589,2.76961,37.69,-121.67,3.5
3.2375,41,5.06685,1.00588,1181,3.59143,34.05,-118.39,1.907
4.2564,35,5.91345,1.03941,1388,2.55217,34.16,-118.38,1.958
2.9076,34,6.81701,1.11111,735,2.94523,37.75,-121.83,1.858
2.0357,16,3.93638,1.01806,1454,2.53885,36.78,-119.21,0.813
2.6356,17,5.23761,1.07876,907,2.81479,37.99,-121.64,1.965
4.8286,29,4.98148,1.09955,1715,3.01182,33.99,-118.25,1.824
8.1778,17,7.28231,1.11359,788,2.48333,37.84,-121.8,5.00001
3.8333,30,3.85731,1.05348,967,2.95835,34.13,-118.31,2.632
4.5111,34,5.84717,1.10961,895,2.52731,33.71,-117.94,1.058
3.1461,21,4.84741,1.06945,890,2.73421,37.72,-122.19,1.812
3.3584,39,5.72698,1.06895,531,3.26984,34.01,-118.3,2.846
4.2813,37,5.71155,1.02118,1283,2.84434,33.81,-117.9,1.838
4.5208,10,5.83691,1.08764,1592,2.91479,37.77,-121.86,1.521
3.6406,21,4.49373,1.06845,1390,2.92919,37.78,-122.45,1.821
1.7029,52,3.93722,1.05313,1342,3.73592,37.69,-122.25,0.935
1.3125,31,4.95333,1.03833,1672,3.81918,34.06,-118.31,0.943
3.7406,52,5.92973,1.03931,1678,2.84585,37.64,-122.11,2.847
5.0293,34,6.91719,1.03105,773,2.95533,33.8,-117.97,2.821
2.6563,11,5.1375,0.97957,1149,2.93787,36.86,-119.41,0.826
2.6875,34,3.91214,1.17441,1160,2.94471,33.92,-118.27,1.738
2.9071,26,5.81184,1.05091,857,2.96415,33.87,-117.04,1.938
3.6897,47,4.66411,0.97922,1131,2.60756,33.86,-118.02,2.531
2.3927,20,4.25143,1.06591,1233,2.85318,33.91,-117.06,1.839
2.8923,35,4.94433,0.96407,476,2.39081,37.75,-122.35,1.638
5.0973,29,6.3944,1.03941,1054,2.82313,33.93,-117.95,2.534
1.9208,25,5.49058,1.05621,1837,3.81273,33.94,-118.31,1.625
3.1251,39,5.27981,0.96682,1081,2.86944,33.95,-117.92,1.958
4.6354,38,5.40984,1.03931,1254,2.83829,34.19,-120.35,1.636
3.0138,8,4.94592,1.06429,1256,4.11332,37.66,-122.23,1.722
3.1221,35,5.92796,0.92941,971,4.01071,37.72,-121.73,1.813
5.1381,32,5.09621,1.10476,618,2.63882,34.23,-118.27,2.622
3.9125,31,4.96618,1.03226,486,2.94419,33.95,-117.08,2.821
4.3306,34,5.92955,1.04935,521,2.84821,37.31,-122.15,3.622
4.8683,35,5.82219,1.06798,873,2.73421,34.03,-118.25,1.822
3.3583,28,4.81261,1.01087,926,2.78895,37.75,-122.43,2.851
5.0227,21,6.53956,1.01082,1117,2.73584,37.81,-122.14,3.878
5.7395,29,5.59462,1.07962,733,3.28111,33.82,-117.8,2.979
11.9229,42,7.18069,1.02121,1082,2.81334,34.06,-118.34,5.00001
2.7456,52,4.72638,1.08822,934,2.85941,33.96,-118.18,3.054
2.7208,19,4.93957,1.14087,917,3.06317,33.94,-118.32,0.853
2.0254,30,5.17881,1.12081,1541,2.73119,39.02,-122.23,0.965
3.5722,52,4.91856,1.09817,1379,2.56419,34.2,-118.21,2.923
2.1635,52,5.95973,1.02053,1151,2.38897,34.01,-118.29,1.857
2.5208,21,3.63696,1.11881,907,2.99355,34.16,-118.11,1.945
1.5263,16,4.92653,0.9835,779,2.84531,34.14,-118.12,0.711
4.2032,22,5.63885,1.08739,1485,3.17096,33.92,-117.96,2.865
3.7159,34,4.89734,1.01058,673,2.71744,33.86,-118.32,1.839
3.2583,27,4.83786,1.05324,906,2.81912,33.79,-117.12,1.932
4.3554,29,5.91422,1.00987,989,2.2361,34.42,-117.87,1.865
4.9223,43,5.92357,0.94732,754,2.73929,34.09,-118.35,2.073
2.8125,26,5.87935,1.05814,749,3.14097,34.18,-118.28,1.847
4.7031,36,5.81391,0.96721,853,2.61132,37.98,-122.11,1.818
5.1373,29,5.91933,0.98224,1420,2.83933,37.94,-122.41,2.634
4.6338,36,5.74935,0.97422,1245,2.70963,37.38,-122.39,2.813
3.8362,37,4.50981,1.05319,1553,3.01429,37.78,-121.95,2.928
1.5227,16,3.97766,1.06574,715,2.75556,34.1,-118.15,0.946
3.8152,17,5.26963,1.09719,974,2.60897,34.06,-118.2,1.859
0.9061,10,2.91281,1.06832,1785,3.93534,35.21,-119.77,0.938
3.9292,33,4.89761,1.08859,1745,2.81458,34.03,-118.31,1.583
5.0524,7,5.53933,1.03722,1254,2.92435,33.94,-118.25,2.167
2.9167,20,5.83554,1.09054,1339,3.96471,33.91,-117.15,0.814
5.0382,14,5.27161,1.03953,1161,2.81895,33.84,-118.01,2.923
3.1534,9,4.09879,0.95514,589,2.86979,32.73,-117.11,1.835
4.5227,24,6.10455,0.95895,1554,3.37231,38.76,-122.28,1.879
2.7941,32,5.03933,1.03933,1319,1.92421,33.86,-117.88,1.844
5.7306,33,5.66426,1.03306,1468,2.83333,34.27,-118.35,2.078
3.4306,30,4.89514,1.06563,1037,2.81652,33.66,-118.41,2.078
2.6521,38,3.93692,1.09906,1041,2.96682,34.11,-118.44,4.719
5.3581,26,5.36385,1.08631,1649,3.25981,33.95,-117.19,2.521
1.8192,40,5.05819,1.04955,1085,2.73544,37.9,-121.8,0.857
4.0523,35,5.98844,1.01806,1438,2.93579,32.7,-117.24,2.5
3.2907,15,5.13881,1.10331,1422,2.97632,32.73,-117.19,1.719
4.1221,35,6.87625,1.06927,835,2.61922,37.36,-122.06,2.822
2.7148,37,5.71164,1.03833,1581,2.82413,38.02,-122.01,0.814
4.2056,27,6.76667,1.03961,1433,2.95521,34.02,-118.29,2.816
2.9063,27,3.97475,1.06818,953,1.82953,34.19,-118.42,1.944
4.7122,6,5.47891,1.06419,1207,3.06864,34.12,-118.43,2.879
3.5208,52,4.82952,0.98846,851,2.94581,34.13,-118.39,1.898
6.0231,27,6.71298,1.06827,1483,2.58452,34.11,-118.08,2.943
6.1916,34,6.78828,1.01792,819,2.76624,34.03,-118.27,3.542
2.6111,27,4.94598,1.05814,1783,4.18087,32.9,-117.95,1.814
2.7161,22,4.71562,1.09944,853,3.07858,36.56,-119.27,0.932
4.9073,27,5.91457,0.96745,1272,2.71695,33.81,-117.94,1.865
4.5111,31,5.22861,1.09908,527,2.86973,33.95,-117.9,1.531
5.0598,34,5.97422,0.97719,1420,2.84625,33.87,-118.08,2.926
3.1565,20,4.72283,0.94561,1286,2.94531,33.87,-117.91,1.872
3.8981,34,5.68891,1.09722,865,2.91781,39.23,-121.94,0.895
2.5667,43,5.94539,1.13891,1857,2.63691,37.69,-122.42,1.931
2.0278,36,4.81563,1.042,1131,2.91387,33.77,-118.25,1.908
3.5331,21,5.81671,1.09961,1047,3.72632,32.73,-117.12,1.922
3.9355,34,5.40981,0.9901,1544,3.73933,34.07,-118.09,2.835
1.9906,17,4.78982,1.12085,1678,2.81833,37.33,-121.93,1.846
2.037,39,4.23333,0.98839,890,2.38333,37.75,-122.02,1.738
6.038,36,5.85942,1.08769,1217,2.81395,33.93,-118.22,2.839
3.8194,33,5.83683,1.04765,1366,2.81452,34.25,-117.21,1.938
2.8148,34,4.92953,1.05879,1167,2.55863,33.89,-118.27,1.741
2.9167,16,4.78152,1.04471,879,2.81854,34.15,-117.11,0.959
4.9125,37,5.81916,1.09375,1466,2.76423,38.25,-122.43,2.058
2.8132,36,7.24069,1.09734,971,3.18087,36.76,-119.05,0.715
4.5395,34,5.72432,0.97944,1719,2.95923,33.79,-118.16,3.521
2.1865,52,4.71437,1.03935,591,2.81437,37.31,-122.42,2.839
6.8983,23,6.37111,1.062128,1055,3.95775,34.07,-117.32,2.539
5.2389,11,6.37963,0.97774,946,2.74423,37.54,-121.93,2.854
2.8348,38,4.90413,1.09895,1431,2.95733,33.94,-118.25,1.922
2.8158,52,3.84481,0.98854,1196,2.15897,33.94,-117.94,1.955
5.3948,20,5.84521,1.07823,613,3.83538,33.86,-117.93,2.521
3.0391,24,5.92918,1.03982,966,2.90625,37.32,-121.32,2.161
5.0271,52,6.28981,1.10556,1612,3.23891,38.46,-121.88,1.744
2.9333,33,5.84718,1.06791,944,2.84319,34.1,-118.27,1.742
1.7233,43,4.51986,1.09521,773,3.14077,34.1,-118.16,0.813
4.0385,15,6.94832,1.06585,818,2.98825,37.95,-121.86,1.053
3.5667,18,5.08726,1.0436,1586,3.06946,33.88,-117.96,1.846
3.3636,44,4.90323,1.07835,1318,3.04974,38.56,-121.65,1.831
4.8348,38,5.73485,1.02128,1831,2.73958,34.06,-118.21,2.531
4.3125,27,6.07955,1.03941,891,3.30452,33.95,-118.14,1.813
1.9355,35,4.94479,1.06099,1635,2.83929,36.31,-120.45,1.926
4.2219,50,4.97226,0.91383,1074,3.06865,33.88,-118.22,1.913
2.3125,19,3.18097,1.05813,1838,2.89817,33.9,-118.08,1.621
8.1062,28,7.87938,1.02102,723,2.81382,37.65,-122.28,5.00001
4.2271,52,5.71651,1.06545,1370,3.98818,38.47,-122.46,3.829
2.5221,30,4.81667,1.06438,1477,2.98896,33.56,-117.78,0.871
2.6546,36,4.82855,0.92372,854,2.50571,37.97,-122.4,2.188
2.9062,28,3.95946,1.05922,651,2.81687,34.26,-118.13,1.834
3.4583,52,4.09858,0.97409,617,2.36154,38.61,-122.28,1.835
3.2418,17,5.63212,1.05856,721,2.95831,36.75,-121.76,0.723
2.5227,52,3.92985,0.94579,776,3.07938,37.35,-122.15,1.983
2.9792,24,3.81838,1.09058,1019,2.34385,34.15,-118.31,1.928
2.7107,52,4.75333,1.09955,726,3.06865,36.64,-121.88,0.939
1.5231,21,4.97932,1.0413,936,3.11891,38.43,-121.39,0.906
4.0262,18,5.13962,1.04861,1849,2.81891,37.74,-121.98,1.818
5.1393,31,6.83632,1.03896,541,2.73413,33.96,-118.15,2.532
3.6918,20,5.37761,1.02049,1541,2.87957,38.26,-121.97,2.906
1.9355,35,4.89079,1.04913,831,2.95831,38.19,-121.26,0.934
1.0208,36,3.91823,1.04827,1430,2.71188,33.65,-118.32,2.042
3.5143,34,5.8981,0.9814,2329,3.06526,34.18,-117.96,1.822
2.8792,42,4.96698,1.09861,1092,2.78832,33.99,-117.96,1.941
5.7266,36,6.34659,0.99881,1041,2.79092,34.1,-118.2,1.647
2.1961,21,4.84578,1.11891,1782,2.82632,33.95,-117.21,1.944
4.2875,27,5.83946,1.01101,1650,2.95919,33.92,-118.3,1.879
2.2585,17,5.9082,0.96531,2492,2.9082,37.96,-122.06,1.918
2.7204,52,5.61907,1.01385,4830,2.81829,32.8,-117.93,1.938
3.7195,52,6.38143,1.07902,1415,2.98981,38.42,-122.19,1.813
1.5083,16,6.26983,1.04901,1485,3.39072,37.73,-120.86,0.898
3.1706,37,5.98825,0.98761,1431,2.83489,34.04,-118.17,2.934
3.2954,36,6.82433,1.02692,1233,2.66492,37.95,-121.65,1.923
2.5172,38,4.95895,0.93933,579,3.14081,33.93,-118.48,1.904
2.9485,13,4.81526,1.07723,671,2.94411,38.23,-121.86,0.907
5.2775,44,6.08711,1.06979,871,2.67151,37.87,-122.32,2.832
5.2465,39,6.81695,1.03941,2479,2.18052,33.77,-118.31,2.942
2.6167,17,5.58963,1.07923,1134,3.07923,36.77,-121.26,0.721
3.0186,40,3.84556,1.07971,854,1.90303,33.95,-118.43,2.932
2.5472,14,4.845981,1.04919,1705,2.58981,34.09,-118.15,1.933
5.5208,19,6.71578,1.11861,1135,2.71578,33.81,-118.29,2.9073
1.7167,8,4.53957,0.96614,1376,2.84876,36.79,-119.13,0.936
3.3166,35,5.72281,1.00952,1206,4.05854,37.28,-121.37,1.438
1.7306,38,4.06432,0.92382,2115,2.83853,36.79,-119.23,0.921
2.9062,35,4.81904,1.05871,1323,1.82391,32.78,-117.96,1.857
4.9167,52,4.95935,1.05323,1339,2.96418,33.93,-117.09,1.853
6.5562,31,5.13667,1.06782,1219,2.53958,34.13,-117.06,2.721
3.2865,16,5.81904,1.06531,1421,2.81741,37.26,-122.03,2.922
2.1345,37,3.84914,0.9914,919,4.04194,37.57,-122.27,2.073
4.5167,39,4.81636,1.03913,876,3.05739,34.02,-118.33,2.823
3.3937,34,4.94567,0.96433,791,2.94619,34.11,-118.13,1.813
8.2865,33,7.83946,1.0418,1467,2.97424,34.18,-118.48,5.00001
2.9125,30,4.78813,1.07919,1412,2.98813,36.57,-119.89,0.624
5.0201,5,5.91778,1.01863,1082,3.76912,37.96,-121.41,2.863
4.4531,21,5.29154,1.08854,1049,3.23981,37.95,-121.26,1.906
5.2363,32,5.92362,0.97733,1140,2.39094,34.04,-118.41,2.638
4.0908,14,4.79219,1.00862,1632,2.81295,34.15,-117.07,3.621
4.6368,52,4.18097,1.06565,1241,3.85436,33.82,-118.05,1.711
4.7458,37,4.89719,0.97208,471,2.73219,33.99,-118.23,1.091
3.1786,52,5.83584,1.16571,1482,2.68571,32.75,-117.97,1.638
4.2581,8,5.58212,1.08098,878,3.06932,34.07,-118.33,2.818
2.5582,36,5.76498,1.05838,1272,2.73398,34.02,-118.31,1.625
6.8125,52,6.22787,1.05732,1164,2.65861,37.88,-122.12,2.621
4.9063,22,5.89815,1.03892,1138,3.1313,33.97,-117.97,2.742
4.0921,52,4.84532,1.03876,1877,2.98218,34.21,-118.23,4.719
2.9306,34,4.39087,1.01076,495,3.03908,34.15,-118.19,1.739
1.9688,28,4.23894,1.1185,946,2.79054,37.54,-121.85,1.964
4.5208,20,5.29571,0.92732,1649,2.50963,33.99,-118.19,1.821
2.0391,34,5.15897,1.01053,2456,2.81292,38.53,-121.33,1.964
2.7521,13,4.73942,1.08719,1706,2.92479,36.7,-121.85,0.923
2.9831,21,5.84563,1.03661,2619,3.10791,35.39,-119.96,0.948
6.0331,19,6.56626,1.06957,462,2.45961,37.56,-122.01,2.5
2.5129,52,4.59429,1.03907,838,2.91729,37.38,-122.15,1.873
2.9292,5,4.56731,1.09542,1013,3.4562,33.74,-118.3,1.732
3.9286,20,5.56907,1.09901,1061,3.14071,38.27,-121.87,2.919
5.8982,52,5.84565,0.95933,1145,2.94465,37.64,-121.82,3.936
1.7111,32,3.90825,1.03931,1582,1.82361,36.31,-119.82,0.923
5.5171,32,6.27143,1.0319,1320,3.01097,33.79,-118.19,1.821
2.6062,26,4.53784,1.08953,896,3.07902,34.16,-118.43,1.631
2.5204,52,4.53929,1.06774,838,2.71545,34.27,-118.32,1.929
4.5111,34,5.93381,1.03785,1318,3.05821,33.93,-118.1,2.722
3.6154,32,4.93926,0.99086,890,2.84794,32.83,-117.68,1.828
3.5333,16,5.29062,1.06928,1638,2.89721,32.73,-117.97,1.093
2.3188,39,4.38983,1.06619,765,2.85782,37.34,-122.44,1.813
2.9063,26,4.93439,1.03819,786,2.56922,33.85,-117.32,1.847
4.0381,16,4.93538,1.10981,1765,1.94538,33.79,-118.15,2.898
3.5194,36,4.90327,1.02221,1409,2.96716,34.01,-118.4,1.904
5.2415,20,6.52112,1.03731,807,3.0122,34.12,-118.28,1.918
4.1338,44,4.45894,0.98714,1085,2.6867,33.89,-118.25,2.913
5.4818,17,6.08818,1.00862,1776,2.62432,33.8,-117.18,2.531
10.3661,33,6.95553,1.10961,1356,2.86939,33.88,-118.09,5.00001
2.6226,52,4.81713,1.07965,1134,4.07965,37.93,-122.45,1.813
4.5,24,6.18072,1.05814,805,3.14881,33.75,-117.81,1.715
2.1329,52,5.81315,1.03931,875,1.83844,38.42,-122.32,0.958
3.9107,40,4.38295,1.04946,771,2.84952,38.67,-122.4,1.923
5.5194,26,5.97923,1.05872,878,2.83872,33.82,-117.86,2.715
7.1662,22,5.63386,1.03713,1389,2.83626,37.76,-122.22,5.00001
2.4851,48,4.73906,0.99571,1373,3.35981,34.16,-118.26,1.717
5.3533,20,5.0415,0.98837,704,2.03778,33.92,-117.98,2.532
2.8477,52,4.92878,1.06882,1130,2.89739,33.93,-118.36,1.843
3.2857,38,5.79935,1.04934,1315,2.80987,33.94,-118.01,2.821
5.1174,35,6.93465,1.08938,1382,2.81314,33.86,-117.94,2.821
3.9107,23,4.65385,1.05818,818,2.95297,32.78,-117.95,1.851
4.2078,24,5.93713,0.97143,1373,3.09375,34.08,-118.32,3.532
4.7125,38,5.81341,1.03846,1765,4.18052,33.97,-118.32,2.858
3.0861,35,4.96672,1.03979,706,1.98821,34.13,-118.41,5.00001
4.6111,31,3.74704,1.08769,1431,2.78167,37.58,-122.24,1.847
2.5156,23,4.47861,1.03935,485,3.04208,34.16,-118.34,1.921
3.2028,31,5.08547,1.06422,1725,2.84932,37.74,-121.8,1.964
2.8667,16,4.91722,0.97422,1275,3.03944,38.32,-122.47,0.955
2.6226,35,5.17862,0.94767,1798,2.82455,37.93,-122.23,2.313
4.0331,44,4.63315,1.02415,2325,2.92292,37.68,-122.35,2.734
8.6385,32,7.00476,1.06931,1182,2.96735,37.37,-122.38,5.00001
2.5851,30,5.87958,1.07878,565,3.29333,34.26,-118.43,1.738
3.8192,36,5.72675,1.10429,1471,2.69084,34.06,-120.56,2.923
4.9587,26,6.71783,0.97643,1159,3.81686,33.87,-117.98,1.721
3.6061,21,5.38863,0.97423,1245,2.95917,37.72,-122.21,2.908
5.2835,14,5.34961,1.00951,1387,2.96586,37.95,-121.25,3.731
3.1429,27,5.82665,1.04935,1638,2.92665,34.14,-118.1,1.922
2.3819,23,5.29893,1.06526,473,2.94467,32.73,-117.09,0.741
1.7167,43,5.88571,1.02278,1237,3.59861,36.66,-119.32,0.923
2.5167,52,4.76928,0.96729,586,2.71698,37.68,-122.03,1.938
4.4886,7,6.40556,1.03767,787,2.72697,32.81,-117.87,1.843
3.2541,17,6.79386,0.97615,1074,4.83465,33.99,-117.92,1.521
5.2389,34,6.73429,0.97227,531,3.15882,33.98,-118.25,3.908
4.7103,4,6.71632,1.0065,1813,2.56987,33.86,-118.38,2.813
4.3562,19,5.84545,0.96492,873,3.54214,34.06,-118.43,1.902
3.1452,20,4.83487,1.06971,1109,3.03833,37.32,-122.47,2.819
2.6437,22,6.63764,0.93919,1140,3.10892,34.02,-118.23,0.874
1.6903,18,4.73971,1.03581,1457,2.56617,37.33,-121.32,0.746
3.0909,52,4.92973,1.07966,719,2.93581,33.96,-118.03,1.822
3.9596,12,5.18084,1.13455,832,2.92387,34.16,-118.35,1.531
5.8194,24,6.81352,1.01089,2035,2.69071,33.81,-118.14,2.854
2.1565,38,5.29063,1.05912,1038,3.17068,34.12,-117.26,0.744
2.9228,32,4.93871,1.04941,771,2.63961,34.41,-118.04,1.965
3.7192,16,4.94375,1.03932,955,3.25982,37.31,-121.98,1.054
1.7406,27,5.71181,1.05469,1489,3.33761,39.01,-121.99,0.826
7.7107,20,7.05823,0.95962,859,3.03818,37.62,-122.41,5.00001
3.1829,44,5.73719,0.96573,1381,1.93478,39.25,-121.27,1.25
1.9082,28,4.89831,1.03941,543,2.75761,33.74,-118.16,0.726
2.9863,36,5.83914,1.05872,1412,2.92895,37.71,-121.92,0.906
2.8708,19,3.6422,1.10981,886,2.82119,37.31,-121.9,0.913
5.8102,39,5.93937,1.06935,673,2.92634,33.76,-118.1,2.742
2.1881,52,4.92661,1.03789,2128,2.82456,32.76,-117.92,1.965
4.2375,52,5.45984,1.05865,2122,2.71315,33.82,-118.25,2.541
2.0208,16,4.88429,0.99077,1158,1.63946,34.07,-118.1,1.647
3.1765,31,5.81471,1.03892,1331,3.04333,38.43,-122.04,1.844
2.6713,35,5.964861,1.01205,1166,2.44861,38.43,-121.81,0.821
5.2078,21,6.03856,1.05874,1787,2.93856,33.81,-117.86,1.871
3.8123,37,4.84314,1.00659,1232,2.74413,33.95,-118.35,2.053
4.8472,16,4.81272,1.08933,1378,2.89819,33.98,-117.02,1.913
4.5938,27,4.10981,1.06831,2063,2.96465,33.95,-118.01,1.724
4.0208,17,6.56632,1.010162,1140,4.23588,34.01,-118.26,4.631
5.5821,6,6.91471,1.03718,717,2.48364,33.98,-118.35,2.819
3.2039,25,4.91929,1.10455,976,2.81436,34.24,-118.29,0.838
2.2054,16,3.73522,1.02928,1656,2.91935,38.26,-121.32,1.932
4.6196,16,5.49152,1.04799,735,2.93943,32.71,-117.92,1.711
3.5043,23,4.86562,1.06784,1362,2.96784,33.74,-117.95,1.842
5.5194,38,5.23791,1.15284,684,2.59981,33.97,-118.39,2.817
3.3896,16,4.55216,1.0423,1247,2.78982,32.8,-117.25,1.821
2.6184,33,4.82414,1.03769,1591,3.03365,33.97,-117.11,1.819
1.9227,22,4.99058,1.00889,1387,2.91718,33.82,-117.88,1.095
5.2638,41,6.00787,1.02439,1650,3.48216,37.34,-122.01,3.723
3.2411,21,4.52736,1.03894,691,3.05208,33.88,-117.92,1.876
5.6891,44,5.81636,1.05052,1189,2.82214,34.06,-118.36,3.906
2.6227,33,4.67897,1.0038,1552,3.06532,37.63,-121.96,0.838
3.7233,17,4.97942,0.93971,1231,2.78842,34.09,-118.42,1.854
4.5132,36,4.93861,1.03979,871,3.03931,36.8,-121.98,1.742
3.4286,28,5.91369,1.09895,859,2.85716,33.94,-118.19,1.906
3.9125,38,4.73119,0.99231,1612,3.07853,32.8,-117.27,1.832
3.4864,25,3.94494,1.00961,818,2.81363,33.99,-118.02,1.817
2.7188,52,4.81768,1.09941,2972,2.94534,33.96,-118.35,0.938
5.5167,52,5.80982,1.09738,1084,2.78261,34.26,-118.1,5.00001
3.7361,16,5.56916,1.10984,539,2.63942,34.18,-118.34,3.942
3.9365,52,4.95728,1.06521,863,2.7464,38.31,-121.54,1.827
3.6308,34,5.39073,1.06778,1181,3.01333,33.92,-117.19,1.872
3.0385,34,4.90857,1.01981,954,4.91436,34.05,-118.18,1.974
6.7011,16,6.84312,0.99452,3636,2.84761,34.28,-118.37,3.932
8.5227,22,6.07941,1.03962,1387,2.81342,37.81,-122.06,3.854
4.5092,9,5.81542,1.07934,1649,3.39286,37.9,-121.82,1.818
8.0203,32,7.36101,0.98846,907,2.91853,32.8,-117.9,5.00001
4.8167,24,5.79063,1.05854,1379,2.72491,34.22,-118.21,2.721
4.0663,21,6.36667,0.99076,541,3.73767,32.76,-117.25,1.939
2.3892,36,3.82667,1.04912,926,2.81421,40.31,-124.18,0.724
1.5389,52,4.82726,1.05721,1763,3.83733,37.68,-122.09,0.913
4.0625,44,5.63781,1.13882,1291,3.24051,33.78,-118.24,1.813
6.0589,35,6.05913,0.97976,959,2.58353,33.73,-118.18,5.00001
7.7167,42,7.19231,0.95891,906,2.73939,37.32,-121.42,2.731
7.1089,34,7.63941,1.03719,1322,2.84922,33.91,-117.96,5.00001
5.8587,41,6.12981,1.06854,771,3.58891,34.21,-118.23,2.819
4.8295,29,5.45789,1.01792,896,2.98216,37.31,-122.48,2.197
3.2071,16,5.87837,1.07955,1423,2.76626,34.08,-118.07,2.923
3.6087,4,4.83546,1.11359,559,3.03854,34.06,-118.26,1.819
3.8125,16,3.90426,1.01078,893,2.58333,33.94,-118.15,1.078
4.1212,16,5.06422,1.05919,1676,2.57235,34.14,-118.23,2.711
3.1029,34,3.78823,1.04081,661,3.099081,34.1,-118.03,1.898
8.8462,12,8.04945,1.07938,831,2.49861,37.62,-122.01,5.00001
3.2085,35,4.82413,0.97914,2917,3.20405,33.99,-118.36,1.531
3.3188,26,4.83584,1.01867,1123,2.76483,33.32,-118.35,1.822
5.9073,33,5.61136,1.06431,634,2.92771,33.75,-117.98,3.739
5.0522,43,6.53944,1.03229,798,2.81432,33.75,-118.43,2.822
2.4854,52,4.44231,0.9875,686,2.03922,32.72,-117.04,1.914
3.0231,25,5.83584,1.06788,1485,2.95746,37.82,-122.22,2.935
3.2051,26,5.07324,1.04281,1583,2.93886,33.83,-118.01,1.619
1.9292,9,4.93914,1.06973,2052,2.81232,36.8,-119.87,0.746
1.9688,36,3.92901,1.16054,1146,1.63934,34.19,-118.34,1.942
3.7084,36,4.92933,1.03837,2195,2.97934,34.1,-118.21,1.917
3.1406,52,4.98329,1.03885,1265,2.72389,37.97,-122.31,2.819
2.3125,12,5.81695,1.04537,1319,1.97913,33.78,-117.33,1.944
4.1722,21,4.80892,1.03846,1082,2.87926,37.74,-122.07,1.731
3.7019,15,4.76445,0.94382,1375,2.94311,34.01,-118.38,2.043
3.6598,52,4.95565,1.16172,1730,3.96562,33.71,-118.36,1.543
5.2735,21,5.56736,1.03856,1222,2.3694,37.38,-122.47,2.719
3.1183,39,4.96636,1.01195,1371,2.39064,33.92,-118.38,2.813
2.9485,34,3.83944,1.06927,1141,3.16894,33.87,-118.31,1.516
4.0132,18,7.17333,1.07933,956,2.80556,37.67,-121.25,1.913
5.2425,52,5.89721,1.05743,1043,2.92913,33.74,-118.24,2.846
5.7196,34,6.89831,1.06422,554,3.03961,33.96,-118.33,2.375
2.0208,18,4.83514,0.96687,3227,2.99452,37.71,-121.48,1.876
4.7533,52,5.16667,1.03935,857,2.87946,32.79,-117.27,1.083
